Genome,Condition
287.4564,Susceptible
287.105,Resistant
287.7981,Susceptible
287.8996,Susceptible
287.14268,Resistant
287.33381,Susceptible
287.27075,Susceptible
287.26422,Resistant
287.16553,Resistant
287.32668,Resistant
287.12599,Resistant
287.8052,Susceptible
287.9854,Susceptible
287.18018,Susceptible
287.13334,Susceptible
287.33374,Susceptible
287.28567,Resistant
287.27165,Resistant
287.4079,Resistant
287.5698,Susceptible
287.1041,Susceptible
287.17555,Resistant
287.14056,Resistant
287.25738,Susceptible
287.8499,Resistant
287.32684,Resistant
287.18299,Susceptible
287.33567,Resistant
287.12621,Resistant
287.26481,Susceptible
287.928,Susceptible
287.14451,Susceptible
1402515.3,Susceptible
287.12732,Susceptible
287.32634,Resistant
287.9519,Resistant
287.32652,Resistant
287.12607,Resistant
287.25896,Resistant
287.32537,Susceptible
287.19647,Susceptible
287.2937,Susceptible
287.25942,Susceptible
287.8976,Susceptible
287.9314,Resistant
287.758,Susceptible
287.18339,Susceptible
287.14762,Resistant
287.12767,Resistant
287.6449,Resistant
287.9384,Resistant
287.34237,Resistant
287.17005,Susceptible
287.874,Susceptible
287.33701,Susceptible
287.28478,Susceptible
287.24593,Resistant
287.18542,Resistant
287.12053,Susceptible
287.9153,Susceptible
287.3363,Susceptible
287.6484,Resistant
287.18322,Susceptible
287.1176,Resistant
287.5752,Resistant
287.32586,Susceptible
287.29433,Susceptible
287.804,Susceptible
287.10634,Susceptible
287.9081,Susceptible
287.32566,Susceptible
287.18356,Resistant
287.18335,Resistant
287.14446,Resistant
287.7643,Resistant
287.44,Susceptible
287.4365,Susceptible
287.31626,Resistant
287.8984,Susceptible
287.3391,Susceptible
287.568,Susceptible
287.12634,Resistant
287.6346,Susceptible
287.32994,Susceptible
287.18443,Resistant
287.27658,Resistant
287.25767,Susceptible
287.1022,Susceptible
287.27745,Susceptible
287.27706,Susceptible
287.18366,Susceptible
287.9227,Susceptible
287.11131,Susceptible
287.9599,Susceptible
287.17462,Resistant
287.34402,Susceptible
287.5948,Susceptible
287.9016,Resistant
287.27772,Resistant
287.28426,Susceptible
287.1477,Resistant
287.12765,Resistant
287.29398,Resistant
287.33615,Susceptible
287.11987,Susceptible
287.5747,Resistant
287.4415,Susceptible
287.19563,Susceptible
287.12735,Resistant
287.7065,Susceptible
287.18488,Susceptible
287.18369,Susceptible
287.2839,Resistant
287.18364,Susceptible
287.1001,Susceptible
287.298,Resistant
287.27259,Resistant
287.8356,Susceptible
287.15223,Resistant
287.16971,Susceptible
287.14729,Resistant
287.29408,Resistant
287.1213,Resistant
287.8412,Susceptible
287.1752,Susceptible
287.9004,Susceptible
287.18363,Resistant
287.34056,Susceptible
287.12601,Resistant
287.9067,Susceptible
287.14478,Susceptible
287.16976,Resistant
287.32986,Resistant
287.16928,Resistant
287.18463,Resistant
287.19499,Susceptible
287.17915,Susceptible
287.27068,Resistant
287.17844,Resistant
287.9212,Susceptible
287.1156,Resistant
287.4293,Susceptible
287.18393,Susceptible
287.18661,Susceptible
287.14768,Susceptible
287.19548,Susceptible
287.11746,Resistant
287.1129,Susceptible
287.12841,Resistant
287.33442,Susceptible
287.9364,Susceptible
287.8974,Resistant
287.30228,Susceptible
287.12034,Susceptible
287.763,Susceptible
287.7088,Susceptible
287.1216,Resistant
287.19554,Susceptible
287.1373,Susceptible
287.7501,Resistant
287.18134,Susceptible
287.7066,Resistant
287.14506,Susceptible
287.15861,Resistant
287.28357,Resistant
287.15876,Susceptible
287.16567,Susceptible
287.12093,Susceptible
287.28389,Resistant
287.28311,Susceptible
287.18638,Resistant
287.17632,Susceptible
287.836,Susceptible
287.7832,Resistant
287.14266,Resistant
287.31156,Resistant
287.8496,Resistant
287.8542,Susceptible
287.9201,Resistant
287.14734,Resistant
287.7854,Susceptible
287.15738,Susceptible
287.2973,Resistant
287.905,Susceptible
287.25233,Susceptible
287.913,Resistant
287.9539,Resistant
287.19517,Susceptible
287.19689,Susceptible
287.9124,Susceptible
287.25193,Resistant
287.18382,Susceptible
287.7808,Resistant
287.19208,Susceptible
287.1063,Susceptible
287.9133,Susceptible
287.15881,Resistant
287.14793,Susceptible
287.194,Susceptible
287.1089,Susceptible
287.17976,Resistant
287.9834,Susceptible
287.2633,Resistant
287.3252,Susceptible
287.9226,Susceptible
287.957,Resistant
287.9015,Susceptible
287.31379,Susceptible
287.26525,Resistant
287.24727,Susceptible
208964.382,Susceptible
287.7353,Susceptible
287.12,Resistant
287.9801,Susceptible
287.30232,Resistant
1402507.3,Resistant
287.25937,Susceptible
287.112,Susceptible
287.1124,Resistant
287.24564,Resistant
287.29701,Resistant
287.19684,Susceptible
287.12828,Resistant
287.29692,Susceptible
287.24529,Resistant
287.26025,Resistant
287.4436,Susceptible
287.9445,Susceptible
287.9167,Resistant
287.7636,Susceptible
287.12521,Resistant
1402582.3,Susceptible
287.19654,Resistant
287.15736,Susceptible
287.6375,Susceptible
287.7569,Susceptible
287.19158,Resistant
287.19362,Resistant
287.19464,Susceptible
287.1444,Susceptible
287.29443,Resistant
287.1176,Susceptible
287.11941,Resistant
287.28329,Susceptible
287.4075,Susceptible
287.19541,Susceptible
287.24536,Susceptible
287.17958,Susceptible
287.26515,Resistant
287.897,Resistant
287.4346,Susceptible
287.1001,Resistant
287.969,Susceptible
287.27254,Susceptible
287.10638,Susceptible
287.17513,Resistant
287.31137,Susceptible
287.7622,Susceptible
287.13271,Susceptible
287.19616,Susceptible
287.19407,Susceptible
287.28493,Susceptible
287.19636,Susceptible
287.7663,Resistant
287.14413,Resistant
287.25752,Susceptible
287.32578,Susceptible
287.8901,Susceptible
287.911,Susceptible
287.4452,Susceptible
287.9159,Susceptible
287.1328,Susceptible
287.4412,Susceptible
287.17837,Resistant
287.5685,Susceptible
287.19381,Susceptible
287.18608,Resistant
287.33428,Resistant
287.27302,Resistant
287.11989,Susceptible
287.34304,Susceptible
287.894,Susceptible
287.128,Resistant
287.29797,Susceptible
287.9493,Resistant
287.19238,Resistant
287.25715,Susceptible
287.29807,Resistant
287.5762,Susceptible
287.14403,Resistant
287.27202,Resistant
287.757,Resistant
287.1154,Resistant
287.7738,Resistant
287.34319,Resistant
287.29653,Susceptible
287.9484,Resistant
287.7846,Resistant
287.11549,Susceptible
287.7816,Susceptible
287.18652,Resistant
287.27231,Susceptible
287.4356,Resistant
287.7655,Resistant
287.15886,Resistant
287.16541,Resistant
287.18413,Resistant
287.12001,Susceptible
287.17515,Susceptible
287.9018,Susceptible
287.12503,Resistant
287.16941,Resistant
287.33728,Susceptible
287.11912,Susceptible
287.33388,Susceptible
287.1012,Susceptible
287.4359,Susceptible
287.764,Resistant
287.16957,Susceptible
287.6997,Susceptible
287.7863,Resistant
287.1041,Susceptible
287.1801,Resistant
287.19415,Susceptible
287.898,Resistant
287.9527,Resistant
287.7398,Susceptible
287.12103,Susceptible
287.12793,Resistant
287.2973,Resistant
208964.387,Susceptible
287.29664,Susceptible
287.9437,Susceptible
287.19423,Susceptible
287.31742,Resistant
287.12713,Resistant
287.4433,Susceptible
287.16536,Resistant
287.4345,Susceptible
287.18422,Resistant
287.1112,Resistant
287.14802,Susceptible
287.9853,Susceptible
287.7022,Resistant
287.24989,Susceptible
287.28346,Resistant
287.739,Susceptible
287.7471,Susceptible
287.114,Resistant
287.12795,Resistant
287.6355,Susceptible
287.19184,Resistant
287.27178,Resistant
287.29732,Susceptible
287.27709,Susceptible
287.9488,Resistant
287.29809,Resistant
287.11599,Susceptible
287.11179,Susceptible
287.272,Resistant
287.31599,Resistant
287.5761,Resistant
287.11974,Resistant
287.3365,Resistant
287.8406,Resistant
287.19222,Resistant
287.1102,Susceptible
287.33653,Resistant
287.18473,Susceptible
287.9923,Resistant
287.32666,Resistant
287.17498,Resistant
287.12673,Susceptible
287.14527,Susceptible
287.34031,Resistant
287.16999,Resistant
287.8539,Susceptible
287.13269,Resistant
287.7814,Resistant
287.33637,Susceptible
287.14456,Resistant
287.29751,Resistant
287.9029,Resistant
287.18072,Susceptible
287.5704,Susceptible
287.14803,Susceptible
287.32559,Susceptible
287.28397,Resistant
287.17998,Resistant
287.28352,Resistant
287.19624,Susceptible
287.7452,Susceptible
287.12629,Resistant
287.33655,Resistant
287.17863,Resistant
287.8964,Susceptible
287.19498,Susceptible
287.12562,Resistant
287.1244,Susceptible
287.17681,Resistant
287.4388,Susceptible
287.17876,Resistant
287.6831,Susceptible
287.9149,Susceptible
287.27154,Resistant
287.17907,Susceptible
287.8517,Susceptible
287.801,Susceptible
287.33692,Resistant
287.29373,Resistant
287.34291,Susceptible
287.29441,Susceptible
287.5697,Susceptible
287.14752,Resistant
287.404,Resistant
287.29792,Susceptible
287.1059,Susceptible
287.9432,Susceptible
287.9377,Resistant
287.32981,Susceptible
287.29399,Resistant
287.31598,Resistant
287.18137,Susceptible
287.17509,Susceptible
287.6825,Susceptible
1418244.3,Susceptible
287.28344,Susceptible
287.24698,Resistant
287.27072,Susceptible
1402569.3,Susceptible
287.27017,Resistant
287.14407,Resistant
287.9548,Resistant
287.25864,Resistant
287.6362,Susceptible
287.18578,Susceptible
287.10035,Susceptible
287.9072,Resistant
287.25914,Susceptible
287.7834,Susceptible
287.31437,Susceptible
287.27105,Susceptible
287.4371,Susceptible
287.17034,Susceptible
287.19536,Susceptible
287.889,Resistant
287.9256,Resistant
287.9561,Resistant
287.12813,Resistant
287.6986,Resistant
287.12698,Resistant
287.28448,Susceptible
287.14796,Resistant
287.17451,Resistant
287.15852,Resistant
287.7457,Resistant
287.18442,Susceptible
287.28373,Resistant
287.18657,Resistant
287.1839,Susceptible
287.18043,Susceptible
287.26451,Resistant
1402577.3,Susceptible
287.19459,Susceptible
287.31643,Resistant
287.15726,Resistant
287.24589,Resistant
287.9203,Susceptible
287.1445,Susceptible
287.12494,Resistant
287.24595,Resistant
287.7875,Susceptible
287.7653,Susceptible
287.4442,Susceptible
287.17508,Susceptible
287.33391,Resistant
287.2607,Susceptible
287.9066,Resistant
287.2974,Susceptible
287.7798,Resistant
287.12017,Susceptible
287.33649,Susceptible
287.4083,Resistant
287.29762,Susceptible
287.25968,Susceptible
287.796,Resistant
287.7902,Susceptible
287.27203,Resistant
287.1214,Resistant
287.6947,Susceptible
287.18066,Resistant
287.6951,Susceptible
287.27292,Resistant
287.33355,Resistant
287.6429,Susceptible
287.14053,Resistant
287.16552,Resistant
287.18692,Resistant
287.11098,Susceptible
287.26055,Resistant
287.31731,Resistant
287.3356,Resistant
287.17447,Resistant
287.2977,Resistant
287.17819,Resistant
287.19188,Susceptible
287.29436,Susceptible
287.9857,Resistant
287.7894,Susceptible
287.29651,Susceptible
287.8369,Resistant
287.17843,Resistant
287.4312,Susceptible
287.32992,Resistant
287.12088,Resistant
287.25966,Resistant
287.34117,Susceptible
287.14501,Susceptible
287.31466,Resistant
287.8911,Susceptible
287.1753,Susceptible
287.17675,Resistant
287.16834,Resistant
287.6856,Resistant
287.11174,Resistant
287.17835,Resistant
287.186,Susceptible
1402491.3,Resistant
287.19196,Susceptible
287.7911,Susceptible
287.864,Resistant
287.32547,Resistant
287.12056,Susceptible
287.15247,Susceptible
287.7637,Susceptible
287.6421,Susceptible
287.9324,Resistant
287.797,Resistant
287.6402,Resistant
287.14256,Susceptible
287.17601,Susceptible
287.29214,Susceptible
287.5702,Resistant
287.9516,Susceptible
287.6471,Susceptible
287.1702,Susceptible
287.18386,Resistant
287.7057,Resistant
287.17486,Susceptible
287.5962,Resistant
287.17668,Susceptible
287.9079,Resistant
287.33618,Susceptible
287.4626,Resistant
287.9533,Resistant
287.9794,Resistant
287.7763,Susceptible
287.25196,Resistant
287.18334,Resistant
287.904,Susceptible
287.4438,Susceptible
287.9553,Resistant
287.923,Susceptible
287.13854,Susceptible
287.12445,Susceptible
287.3881,Susceptible
287.32681,Resistant
287.6939,Susceptible
287.29663,Resistant
287.9898,Susceptible
287.19568,Resistant
287.5661,Resistant
287.11973,Susceptible
287.9893,Susceptible
287.29734,Susceptible
287.3924,Resistant
287.33689,Resistant
287.34327,Resistant
287.12797,Susceptible
287.1171,Resistant
287.6859,Susceptible
287.31685,Resistant
287.18666,Resistant
287.6372,Susceptible
287.11567,Resistant
287.19448,Susceptible
287.29789,Susceptible
287.33378,Susceptible
287.1746,Resistant
287.32977,Susceptible
287.34092,Susceptible
287.16815,Resistant
287.901,Susceptible
287.26473,Resistant
287.9839,Susceptible
287.895,Susceptible
287.7014,Susceptible
287.32538,Resistant
287.26062,Susceptible
287.429,Susceptible
287.26407,Susceptible
287.8374,Susceptible
287.18007,Resistant
287.6893,Susceptible
287.15732,Resistant
287.17576,Resistant
287.17016,Susceptible
287.16613,Susceptible
287.3116,Resistant
287.33708,Susceptible
287.8508,Susceptible
287.13699,Susceptible
1402529.3,Susceptible
287.19674,Susceptible
287.25961,Resistant
287.34235,Resistant
287.33623,Resistant
287.1115,Susceptible
287.1813,Resistant
287.6347,Susceptible
287.9457,Resistant
287.1186,Susceptible
287.27792,Resistant
287.31716,Resistant
287.8038,Susceptible
287.11749,Susceptible
287.31417,Susceptible
287.5685,Susceptible
287.16531,Resistant
287.31678,Resistant
287.29413,Resistant
287.27301,Resistant
287.26319,Susceptible
287.911,Resistant
287.11135,Susceptible
287.34309,Resistant
287.8362,Susceptible
287.7345,Susceptible
287.10399,Susceptible
287.12606,Susceptible
287.15872,Resistant
287.19529,Susceptible
287.1081,Susceptible
287.3875,Susceptible
287.7404,Susceptible
287.27747,Resistant
287.30285,Resistant
287.11554,Susceptible
287.18699,Susceptible
287.19224,Susceptible
287.25963,Susceptible
287.33665,Resistant
287.92,Susceptible
287.981,Susceptible
287.7064,Susceptible
287.5996,Susceptible
287.8882,Resistant
287.8496,Resistant
287.4387,Susceptible
287.9535,Susceptible
287.19609,Susceptible
287.25887,Susceptible
287.85,Susceptible
287.33696,Susceptible
287.32476,Susceptible
287.12739,Susceptible
287.14461,Susceptible
287.31427,Resistant
287.16881,Susceptible
287.5955,Resistant
287.751,Susceptible
287.1938,Susceptible
287.33574,Susceptible
287.9236,Resistant
287.1051,Resistant
287.6876,Susceptible
287.9371,Resistant
287.16841,Resistant
287.95,Susceptible
287.14775,Resistant
287.7378,Susceptible
287.34156,Susceptible
287.891,Susceptible
287.33395,Susceptible
287.18272,Resistant
287.33652,Resistant
287.34388,Resistant
287.7811,Resistant
287.31694,Resistant
287.31422,Susceptible
287.7957,Susceptible
287.12044,Resistant
287.18609,Resistant
287.8051,Susceptible
287.12802,Resistant
287.9088,Susceptible
287.29222,Resistant
287.6903,Resistant
287.33681,Resistant
287.4357,Susceptible
287.18594,Resistant
287.9104,Susceptible
287.9496,Resistant
287.4041,Resistant
287.28411,Resistant
287.7388,Susceptible
287.2631,Susceptible
287.27217,Susceptible
287.13325,Susceptible
287.31469,Resistant
287.1948,Susceptible
287.5764,Susceptible
287.18478,Susceptible
287.1033,Resistant
287.5953,Resistant
287.387,Susceptible
287.11543,Resistant
287.3029,Resistant
287.24754,Resistant
287.12477,Resistant
287.1248,Susceptible
287.12694,Susceptible
287.982,Resistant
287.27656,Resistant
287.18336,Resistant
287.16982,Resistant
287.18015,Susceptible
287.31444,Resistant
287.11103,Susceptible
287.872,Resistant
287.11593,Susceptible
287.6881,Susceptible
287.33405,Susceptible
287.18114,Resistant
287.34042,Resistant
287.14507,Susceptible
287.744,Susceptible
287.28371,Resistant
287.25204,Susceptible
287.952,Susceptible
287.7932,Susceptible
287.18279,Susceptible
287.7678,Resistant
287.9332,Resistant
287.27293,Resistant
1402558.3,Resistant
287.32628,Resistant
287.29447,Resistant
287.7012,Resistant
287.31586,Susceptible
287.926,Susceptible
287.25214,Susceptible
287.2847,Susceptible
287.1115,Susceptible
287.33676,Resistant
287.6468,Susceptible
287.947,Resistant
287.16581,Resistant
287.6354,Resistant
287.18642,Susceptible
287.30241,Resistant
287.18048,Resistant
287.19665,Resistant
287.34396,Susceptible
287.7684,Resistant
287.14827,Resistant
287.2518,Susceptible
287.7617,Resistant
287.16902,Resistant
287.19172,Resistant
287.12706,Resistant
287.5971,Resistant
287.34299,Susceptible
287.10278,Resistant
287.26024,Resistant
1402581.3,Susceptible
287.11739,Resistant
287.8004,Susceptible
287.24567,Resistant
287.6863,Susceptible
287.32483,Susceptible
287.26326,Resistant
287.10628,Susceptible
287.8902,Susceptible
287.17588,Susceptible
287.24714,Resistant
287.4074,Susceptible
287.11916,Susceptible
287.6366,Susceptible
287.11161,Susceptible
287.16962,Resistant
287.18353,Resistant
287.7486,Resistant
287.1427,Resistant
287.24543,Resistant
287.5669,Susceptible
287.27717,Resistant
287.4399,Susceptible
287.31184,Resistant
287.9013,Resistant
287.4342,Susceptible
287.12764,Resistant
287.17481,Resistant
287.18014,Susceptible
287.18103,Resistant
1402568.3,Susceptible
287.17571,Resistant
287.9463,Resistant
1402561.3,Susceptible
287.9507,Resistant
287.27071,Susceptible
287.7773,Resistant
287.6479,Susceptible
287.4307,Susceptible
287.19393,Susceptible
287.7809,Susceptible
287.18343,Susceptible
287.1045,Resistant
287.17009,Resistant
287.3032,Resistant
287.17894,Resistant
287.4366,Susceptible
287.16896,Resistant
287.7662,Susceptible
287.9405,Resistant
287.15236,Susceptible
287.12769,Resistant
287.13263,Susceptible
287.1923,Resistant
287.26426,Susceptible
287.14806,Susceptible
287.29778,Resistant
287.17963,Susceptible
287.15217,Resistant
287.33746,Susceptible
287.774,Resistant
287.19543,Susceptible
287.31647,Resistant
287.28429,Susceptible
287.2587,Resistant
287.936,Resistant
287.17574,Susceptible
287.9238,Susceptible
287.8502,Resistant
287.14526,Resistant
287.18022,Resistant
287.17561,Resistant
287.27067,Resistant
287.14733,Resistant
287.16821,Resistant
287.33663,Susceptible
287.17823,Resistant
287.2572,Susceptible
287.27705,Susceptible
287.882,Susceptible
287.12796,Resistant
287.16929,Susceptible
287.29747,Susceptible
287.7409,Susceptible
287.8012,Susceptible
287.18126,Resistant
287.17455,Resistant
287.16524,Resistant
287.11114,Susceptible
287.15853,Susceptible
287.9206,Susceptible
287.6352,Susceptible
287.7045,Resistant
287.33559,Resistant
287.25905,Susceptible
287.29643,Susceptible
287.8034,Susceptible
287.18548,Resistant
287.11136,Resistant
1418245.3,Susceptible
287.9429,Susceptible
287.26053,Susceptible
287.9786,Resistant
287.16609,Susceptible
287.8546,Resistant
287.7677,Resistant
287.33591,Resistant
287.1279,Resistant
287.34085,Susceptible
287.26471,Susceptible
287.18639,Resistant
287.19166,Resistant
287.11118,Resistant
287.14383,Resistant
287.1195,Susceptible
287.7437,Susceptible
287.34034,Resistant
287.6906,Resistant
287.7991,Resistant
287.27199,Susceptible
287.32548,Susceptible
287.5778,Resistant
287.32563,Resistant
287.32572,Susceptible
287.11935,Susceptible
287.33674,Resistant
287.7928,Susceptible
287.9128,Susceptible
287.17446,Susceptible
287.12542,Resistant
287.28425,Susceptible
287.8532,Resistant
287.11113,Susceptible
287.16564,Susceptible
287.24756,Resistant
287.1692,Susceptible
287.903,Resistant
287.25778,Resistant
287.4394,Resistant
287.1483,Susceptible
287.7543,Susceptible
287.972,Resistant
287.17699,Resistant
287.27088,Susceptible
287.33325,Resistant
287.8543,Resistant
287.8934,Susceptible
287.29448,Resistant
287.992,Resistant
287.27755,Resistant
1402574.3,Susceptible
287.33025,Susceptible
287.33687,Resistant
287.10424,Susceptible
287.17435,Resistant
287.6425,Susceptible
287.7664,Susceptible
287.1965,Susceptible
287.27126,Susceptible
287.11532,Susceptible
287.3414,Susceptible
287.12692,Resistant
287.9784,Resistant
287.988,Resistant
287.8028,Resistant
287.4372,Resistant
287.979,Susceptible
287.17628,Susceptible
287.31461,Resistant
287.26458,Resistant
287.27701,Susceptible
287.13332,Susceptible
287.18479,Resistant
287.19201,Susceptible
1402543.3,Susceptible
287.8401,Resistant
287.144,Resistant
287.19651,Susceptible
287.18507,Resistant
287.11981,Resistant
287.8381,Resistant
287.26085,Susceptible
287.8531,Resistant
287.31618,Resistant
287.7589,Susceptible
287.31459,Resistant
287.9178,Susceptible
287.18659,Resistant
287.79,Susceptible
287.3339,Resistant
287.10571,Resistant
287.3139,Resistant
287.1968,Susceptible
287.12524,Susceptible
287.32568,Susceptible
287.18302,Susceptible
287.7042,Susceptible
287.9395,Resistant
287.6931,Resistant
287.6514,Susceptible
287.4542,Resistant
287.3164,Susceptible
1447536.3,Susceptible
287.33345,Susceptible
287.34306,Susceptible
287.18402,Resistant
287.18325,Susceptible
287.685,Resistant
287.5708,Susceptible
287.27655,Resistant
287.8956,Resistant
287.961,Resistant
287.12627,Resistant
287.19439,Resistant
287.4464,Resistant
287.12004,Susceptible
287.28402,Susceptible
287.4444,Susceptible
287.19202,Susceptible
287.17669,Susceptible
287.14516,Resistant
287.31377,Resistant
287.18321,Susceptible
287.12794,Resistant
287.19451,Susceptible
287.7877,Susceptible
287.7369,Resistant
287.7787,Resistant
287.17686,Resistant
287.3376,Susceptible
287.18523,Resistant
287.16944,Susceptible
287.18448,Susceptible
287.14523,Susceptible
287.846,Susceptible
287.9262,Resistant
287.33562,Resistant
287.16937,Resistant
287.7776,Resistant
287.28312,Resistant
287.7997,Susceptible
287.7696,Resistant
287.17617,Susceptible
287.13861,Resistant
287.6407,Susceptible
287.133,Susceptible
287.8946,Resistant
287.8943,Susceptible
287.6339,Susceptible
287.32627,Resistant
287.9023,Resistant
287.8887,Resistant
287.9057,Resistant
287.19165,Susceptible
287.12821,Susceptible
1443105.5,Susceptible
287.28558,Resistant
287.6932,Susceptible
287.912,Resistant
287.14514,Resistant
287.2602,Resistant
287.18038,Susceptible
287.853,Resistant
287.11176,Susceptible
287.15879,Susceptible
287.26545,Resistant
287.19522,Susceptible
287.33726,Susceptible
287.9296,Susceptible
287.32665,Susceptible
287.28405,Susceptible
287.6507,Susceptible
287.6442,Susceptible
287.11757,Susceptible
287.11595,Susceptible
287.8979,Resistant
287.33407,Susceptible
287.32492,Resistant
287.27773,Resistant
287.31154,Susceptible
287.24713,Resistant
287.1225,Resistant
287.10407,Susceptible
287.29446,Resistant
287.33572,Susceptible
287.31659,Resistant
287.9378,Susceptible
287.34146,Resistant
287.17862,Susceptible
287.29779,Susceptible
287.4291,Resistant
287.8547,Resistant
287.10294,Susceptible
287.34133,Resistant
287.6476,Susceptible
287.10044,Resistant
287.26546,Resistant
287.6416,Susceptible
287.9229,Susceptible
287.1788,Resistant
287.7401,Resistant
287.25259,Susceptible
287.1846,Resistant
287.32515,Susceptible
287.85,Resistant
287.7805,Resistant
287.852,Resistant
287.34047,Resistant
287.8029,Resistant
287.8035,Resistant
287.18508,Susceptible
287.1078,Resistant
287.33677,Resistant
287.26467,Susceptible
287.29624,Resistant
287.29409,Susceptible
287.8019,Resistant
287.5971,Resistant
287.17981,Resistant
287.19199,Susceptible
287.8506,Susceptible
287.11902,Resistant
287.33731,Resistant
287.33356,Susceptible
287.17911,Susceptible
287.19215,Resistant
287.1177,Resistant
287.3906,Susceptible
287.34102,Susceptible
287.25229,Susceptible
287.30278,Resistant
287.19613,Susceptible
287.34103,Susceptible
287.13284,Susceptible
287.29619,Susceptible
287.27778,Susceptible
287.12097,Susceptible
287.16899,Susceptible
287.3253,Susceptible
287.34087,Susceptible
287.31474,Resistant
287.9532,Resistant
287.3302,Susceptible
287.8947,Resistant
287.26521,Susceptible
287.25871,Resistant
287.6795,Susceptible
287.15855,Resistant
287.19551,Susceptible
287.1141,Resistant
287.19622,Susceptible
287.7475,Susceptible
287.28468,Susceptible
287.34342,Susceptible
287.34088,Susceptible
287.33657,Resistant
287.12555,Susceptible
287.25793,Susceptible
287.28488,Resistant
287.17442,Resistant
287.7609,Susceptible
287.6498,Susceptible
287.2849,Susceptible
287.13316,Resistant
287.27168,Resistant
287.11577,Resistant
287.16518,Resistant
287.7859,Resistant
287.31415,Susceptible
287.8047,Susceptible
287.13846,Resistant
287.6327,Resistant
287.648,Susceptible
287.1139,Resistant
287.14269,Resistant
287.25955,Susceptible
287.18376,Resistant
287.7691,Resistant
287.8364,Susceptible
287.6833,Resistant
287.15746,Susceptible
287.26514,Resistant
287.19614,Resistant
287.16922,Susceptible
287.1163,Resistant
287.31754,Susceptible
287.4268,Susceptible
287.1268,Susceptible
287.31406,Resistant
287.19546,Resistant
287.1027,Susceptible
287.16603,Resistant
287.12785,Resistant
287.12836,Resistant
287.34096,Susceptible
287.28482,Susceptible
287.7611,Susceptible
1418239.3,Resistant
287.9398,Resistant
287.31407,Resistant
287.33672,Resistant
287.32984,Susceptible
287.19697,Resistant
1158200.3,Susceptible
287.1194,Susceptible
287.16897,Resistant
287.2719,Resistant
287.14504,Resistant
287.29431,Susceptible
287.17586,Susceptible
287.9848,Resistant
287.12609,Resistant
287.26455,Susceptible
287.11189,Susceptible
287.6439,Resistant
287.26075,Susceptible
287.12803,Resistant
287.984,Susceptible
287.15891,Resistant
287.19627,Resistant
287.6343,Susceptible
287.6806,Resistant
287.9518,Resistant
287.1148,Resistant
287.16813,Resistant
287.26535,Resistant
287.17644,Susceptible
287.1061,Susceptible
287.12487,Susceptible
287.12752,Susceptible
287.762,Susceptible
287.11152,Susceptible
287.31161,Resistant
287.10149,Susceptible
287.18703,Susceptible
287.16991,Resistant
287.17448,Resistant
287.6494,Resistant
287.31476,Resistant
287.8,Susceptible
287.17883,Resistant
1611770.3,Resistant
287.26446,Resistant
287.26007,Susceptible
287.29765,Resistant
287.7535,Susceptible
287.27722,Susceptible
287.28441,Resistant
287.26517,Resistant
287.4304,Susceptible
287.25957,Resistant
287.25889,Susceptible
287.2775,Susceptible
287.33425,Susceptible
287.24726,Resistant
287.13285,Resistant
287.28318,Resistant
287.1133,Resistant
287.9048,Susceptible
287.12768,Resistant
287.33697,Susceptible
287.3411,Susceptible
287.13324,Resistant
287.11529,Susceptible
287.7085,Susceptible
287.32598,Susceptible
287.27295,Susceptible
287.31483,Resistant
287.746,Susceptible
287.17997,Susceptible
287.28465,Resistant
287.16591,Susceptible
287.446,Susceptible
287.7525,Susceptible
287.33584,Resistant
1447534.3,Susceptible
287.10137,Resistant
287.7553,Susceptible
287.8906,Susceptible
287.16959,Susceptible
287.34315,Resistant
287.27019,Susceptible
287.19611,Susceptible
287.32544,Susceptible
287.4392,Susceptible
287.6333,Resistant
287.26048,Susceptible
287.7861,Susceptible
287.29784,Susceptible
287.14465,Susceptible
287.29801,Resistant
287.15888,Resistant
287.11948,Resistant
287.16574,Resistant
287.31578,Resistant
287.6851,Susceptible
287.7992,Susceptible
287.1263,Resistant
287.1052,Resistant
287.25184,Resistant
287.12662,Susceptible
287.12683,Susceptible
287.7587,Susceptible
287.2459,Susceptible
287.11571,Susceptible
287.14765,Resistant
287.34234,Resistant
287.7675,Susceptible
287.18474,Resistant
287.25909,Resistant
287.33392,Susceptible
287.7952,Susceptible
287.16984,Resistant
287.12639,Susceptible
287.19495,Susceptible
287.27638,Resistant
287.19369,Susceptible
287.5752,Resistant
287.7833,Resistant
287.30227,Resistant
287.16521,Susceptible
287.26524,Resistant
287.10014,Susceptible
287.4551,Resistant
287.984,Susceptible
287.26494,Susceptible
287.7075,Susceptible
287.4423,Susceptible
287.25794,Susceptible
287.3915,Resistant
287.18135,Susceptible
287.1117,Susceptible
287.1758,Susceptible
287.14502,Susceptible
287.12842,Resistant
287.18486,Susceptible
287.26482,Resistant
287.17938,Susceptible
287.33578,Susceptible
287.11556,Resistant
287.29215,Susceptible
287.31663,Resistant
1418243.3,Susceptible
287.32491,Resistant
287.6345,Susceptible
287.31139,Susceptible
287.16911,Susceptible
287.27274,Susceptible
287.876,Susceptible
287.16843,Resistant
287.5702,Resistant
287.31704,Resistant
287.11923,Susceptible
287.9589,Resistant
287.25913,Susceptible
287.16825,Resistant
287.7809,Susceptible
287.16917,Susceptible
287.16871,Resistant
